Summary level,Program label,Program,Sub-program,Name,Id2,hcv_sub_units,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),hcv_annhhinc,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),hcv_pct_vli,hcv_pct_eli,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),hcv_pctmin,%Black Non-Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,%White Non-Hispanic, %Black Hispanic,%White Hispanic,%Other Hispanic,% Hispanic,% Multiple Race,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 206905,42091206905,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,40608,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207001,42091207001,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,32616,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207004,42091207004,25,82,20,97,6,-1,1.3,26,362,911,18424,14173,-1,10,10,35,45,-1,-1,100,31,100,45,-1,10,100,10,67,6,15,-1,10,5,85,40,5,5,-1,-1,95,-1,-1,-1,0,0,-1,126,100,145,90,-1,10,-1,6,10,51,NA,37980,32616,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207103,42091207103,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207104,42091207104,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207201,42091207201,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,71856,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207202,42091207202,24,82,19,97,5,11,2.5,48,410,911,17627,6977,11,11,28,17,33,42,-1,53,25,84,79,-1,63,89,58,37,-1,21,5,79,16,-1,-1,53,37,-1,-1,47,-1,16,-1,16,0,1,104,100,161,26,42,32,5,6,22,45,NA,37980,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207300,42091207300,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,76304,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207600,42091207600,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,31088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207800,42091207800,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 207900,42091207900,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,63808,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208000,42091208000,21,82,17,97,6,6,3,51,353,911,14940,4980,6,31,25,-1,38,47,6,41,20,100,71,-1,65,82,59,19,-1,14,-1,65,29,6,-1,53,47,-1,-1,47,-1,6,-1,6,0,3,123,100,207,-1,53,47,6,15,12,41,NA,37980,59120,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208100,42091208100,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,21200,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208203,42091208203,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,29096,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208301,42091208301,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208302,42091208302,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208500,42091208500,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,73312,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208601,42091208601,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208603,42091208603,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208604,42091208604,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208703,42091208703,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,67712,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208704,42091208704,33,82,26,97,5,8,3.3,86,514,911,22126,6689,4,17,13,13,52,54,-1,35,28,81,58,4,73,85,65,8,100,6,-1,81,12,8,-1,69,62,-1,-1,31,-1,8,-1,8,0,14,128,100,194,4,4,92,15,7,29,30,NA,37980,67712,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208801,42091208801,44,82,35,97,6,3,2.5,89,402,911,17098,6724,6,30,18,15,30,31,-1,63,24,89,77,-1,51,80,49,50,100,29,-1,54,31,14,-1,69,63,-1,-1,31,-1,6,-1,6,3,13,119,91,165,34,29,37,11,33,34,6,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208802,42091208802,62,82,49,97,5,2,2.5,123,400,911,16811,6697,13,27,17,13,31,47,-1,51,24,98,69,-1,51,90,51,33,89,23,-1,59,22,18,-1,53,45,-1,-1,47,-1,8,-1,8,0,17,141,96,149,29,29,43,16,36,20,26,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208901,42091208901,83,82,66,97,5,3,2.7,180,301,911,12626,4630,8,37,20,19,15,24,2,64,17,98,91,3,47,82,45,40,71,22,-1,53,26,21,-1,71,64,-1,-1,29,2,6,-1,8,0,2,136,91,132,26,33,41,9,14,23,39,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208903,42091208903,63,82,50,97,5,2,3,148,352,911,14699,4966,7,30,22,7,35,48,2,42,19,100,76,-1,56,84,52,23,100,14,2,62,24,12,-1,82,72,-1,2,18,-1,8,-1,8,0,9,132,92,155,22,32,46,14,21,37,54,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208904,42091208904,123,82,98,97,5,3,2.6,251,349,911,14714,5745,7,37,21,12,22,31,5,60,21,98,81,1,43,83,42,52,73,25,-1,51,34,15,1,65,53,-1,1,35,-1,11,-1,11,0,10,132,96,138,45,16,39,7,25,51,21,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208905,42091208905,24,82,19,97,6,11,2.3,44,401,911,16617,7176,11,39,11,11,28,26,-1,68,23,89,68,5,32,79,32,33,50,18,5,47,26,21,-1,63,53,-1,-1,37,-1,11,-1,11,0,14,108,100,149,32,26,42,21,6,12,64,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 208906,42091208906,133,82,106,97,6,8,2.6,272,339,911,14272,5562,4,31,30,11,24,24,4,65,21,97,78,4,41,85,42,32,51,19,1,47,11,41,1,63,53,-1,-1,37,-1,9,1,10,0,6,105,98,135,47,14,39,5,18,35,30,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 209000,42091209000,21,82,17,97,5,6,3.9,66,371,911,15721,4049,19,13,6,25,38,47,6,41,19,100,76,-1,82,100,82,24,-1,14,6,76,18,-1,-1,88,76,-1,-1,12,-1,12,-1,12,0,2,111,100,185,-1,24,76,24,29,41,50,NA,37980,62416,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 209100,42091209100,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,32024,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 209201,42091209201,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,74660,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 209202,42091209202,29,82,23,97,5,17,2.5,57,366,911,14926,6023,9,36,18,14,23,48,4,43,21,96,87,-1,43,100,43,35,100,19,-1,70,17,13,4,48,48,-1,-1,52,-1,-1,-1,0,0,14,122,100,155,30,30,39,13,21,17,56,NA,37980,74660,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 210100,42091210100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,57024,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 210400,42091210400,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,26376,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 210500,42091210500,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 210600,42091210600,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 210700,42091210700,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,37980,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montgomery County 999999,42091999999,44,80,35,100,8,17,1.2,41,326,712,14100,12036,-1,43,26,14,17,11,-1,89,24,97,83,-1,9,74,9,80,80,71,-1,23,34,43,3,9,3,-1,-1,91,3,3,-1,6,0,22,127,100,57,91,6,3,-1,5,8,59,NA,37980,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montour County 050100,42093050100,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,14100,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montour County 050200,42093050200,17,62,11,100,5,18,1.7,19,483,405,19614,11356,-1,18,18,18,45,36,-1,64,37,82,36,-1,36,64,27,33,100,26,18,36,27,18,-1,0,-1,-1,-1,100,-1,-1,-1,0,0,9,83,100,144,36,55,9,18,8,10,73,NA,14100,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montour County 050300,42093050300,100,62,64,100,5,23,1.5,98,312,405,13422,8765,5,37,24,19,16,25,2,72,27,97,66,2,25,67,25,45,30,28,6,42,20,31,5,13,2,-1,-1,88,-1,11,-1,11,0,3,68,77,129,64,25,11,8,16,8,39,NA,14100,18136,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montour County 050400,42093050400,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,14100,99999,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Montour County 999999,42093999999,25,62,16,100,3,19,1.6,25,365,405,15240,9753,6,31,13,19,31,25,-1,75,30,94,50,-1,25,69,25,62,33,44,-1,31,50,19,-1,6,-1,6,-1,94,-1,-1,-1,0,0,3,52,81,163,50,44,6,25,13,4,63,NA,14100,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010100,42095010100,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010300,42095010300,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010400,42095010400,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010500,42095010500,50,82,43,100,5,2,2.4,102,497,733,20488,8637,-1,19,26,14,42,26,-1,74,34,86,53,7,40,81,44,43,69,39,-1,42,28,30,2,77,19,-1,-1,23,5,51,2,58,0,1,120,100,105,28,42,30,5,42,74,16,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010600,42095010600,51,76,39,100,5,3,1.7,68,407,706,17347,9949,5,18,26,15,36,18,-1,82,31,95,54,3,18,77,18,47,54,29,-1,23,15,62,8,31,10,-1,3,69,-1,18,-1,18,3,-1,141,97,106,72,10,18,-1,11,24,47,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010700,42095010700,62,79,52,100,4,8,2.2,113,395,734,16074,7397,8,28,18,16,30,37,-1,60,26,92,62,2,38,75,37,42,81,29,2,38,29,31,-1,58,15,-1,-1,42,-1,42,-1,42,0,153,134,98,152,42,21,37,10,9,29,26,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010800,42095010800,18,80,15,100,7,-1,1.1,17,233,724,9569,8444,13,60,20,7,-1,7,-1,93,19,100,93,-1,7,87,7,78,100,76,-1,40,20,40,-1,53,13,-1,-1,47,-1,40,-1,40,0,-1,194,80,110,87,13,-1,-1,23,20,12,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 010900,42095010900,90,83,78,100,4,4,3.1,242,338,733,13920,4487,11,39,12,16,22,32,4,62,21,97,79,8,51,85,55,37,80,21,1,63,23,13,-1,77,27,-1,1,23,-1,47,1,49,0,8,118,99,181,23,23,54,13,22,67,18,NA,10900,XXXXX,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 011000,42095011000,34,81,29,100,5,7,2.4,71,438,731,17140,7001,7,25,25,14,29,34,7,55,27,93,66,10,41,86,48,41,100,31,3,55,34,7,-1,69,10,-1,-1,31,-1,59,-1,59,0,2,137,100,171,24,21,55,17,47,48,23,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 011100,42095011100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 011200,42095011200,160,82,138,100,4,2,2.6,356,355,731,14394,5580,5,38,21,15,21,30,2,63,23,96,74,3,46,92,49,44,80,26,1,59,22,18,1,88,18,-1,-1,12,1,69,-1,70,1,37,125,100,176,27,33,40,14,40,68,24,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 011300,42095011300,41,80,34,100,5,6,2.6,87,364,729,13905,5434,13,31,9,22,25,29,3,62,23,97,71,3,44,88,47,52,67,36,6,62,24,9,-1,91,26,-1,-1,9,3,62,-1,65,6,3,124,94,138,18,59,24,15,23,63,26,NA,10900,06088,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 014100,42095014100,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,10900,21648,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 014200,42095014200,152,89,138,100,5,8,2.6,361,371,673,14716,5626,9,27,20,18,27,35,5,53,23,95,71,6,49,86,53,30,59,18,3,62,22,12,1,55,36,1,-1,45,4,14,-1,18,4,30,111,93,177,32,33,35,11,27,47,25,NA,10900,21648,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 014300,42095014300,107,93,102,100,5,17,2.8,286,442,669,17449,6223,12,16,15,12,44,48,6,42,28,92,59,3,67,90,67,25,69,17,8,65,15,13,-1,67,43,-1,-1,33,4,20,-1,24,3,27,93,96,169,24,30,46,9,23,54,24,NA,10900,21648,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 014400,42095014400,52,89,47,100,6,4,1.4,65,345,676,14204,10271,-1,30,37,20,13,11,-1,87,26,94,70,-1,15,74,13,75,68,55,-1,23,13,64,2,49,30,-1,-1,51,-1,19,-1,19,0,52,123,70,108,74,17,9,9,26,38,7,NA,10900,21648,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 014500,42095014500,63,94,60,100,5,8,2.3,140,401,670,15828,6783,-1,33,24,17,26,32,-1,65,26,97,68,5,40,85,42,32,37,19,5,47,17,32,-1,65,43,-1,-1,35,2,20,-1,22,3,27,98,100,156,42,28,30,10,15,49,37,NA,10900,21648,NA,NA,PA,NA,NA
7,Housing Choice Vouchers,3,NA,PA Pennsylvania Northampton County 014600,42095014600,82,93,77,100,5,8,2.9,226,443,669,17077,5818,5,27,14,14,41,45,5,45,26,91,58,5,62,86,64,21,67,12,4,73,12,12,-1,73,53,-1,-1,27,-1,19,-1,19,4,16,101,94,205,18,29,53,13,24,51,30,NA,10900,21648,NA,NA,PA,NA,NA
